id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
102707,6625,Super Robot Taisen: Original Generation,NULL,2002-11-22 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
102753,51332,Trailer Park Tycoon,NULL,2002-12-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
103417,645,Combat Mission 2,NULL,2002-10-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
103667,186073,Type to Learn 3,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
103748,82994,IOSoccer,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
103751,15697,Hardware: Online Arena,NULL,2002-11-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104055,82091,The Watchmaker,NULL,2002-11-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104244,163360,Programa do Ratinho,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104448,21660,Grandia Xtreme,NULL,2002-10-30 00:00:00.000,4,NULL,NULL,NULL,NULL,NULL
104472,83920,J.A.O.S.S,NULL,2002-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
104538,145386,Aventura na Selva com Gilberto Barros,NULL,2002-10-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104548,60621,Touge R,NULL,2002-12-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104557,45764,Show do Milhão Volume 2,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104599,144084,Disney's Treasure Planet,NULL,2002-11-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104658,16752,Robot Wars: Arenas of Destruction,NULL,2002-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104723,140880,Big Brother Brasil,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104911,95,Need for Speed: Hot Pursuit 2,NULL,2002-09-30 00:00:00.000,52,NULL,80.0000,1,74.3441,188
105011,23761,Riding Spirits,NULL,2002-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
105069,110425,Scally's world of problems,NULL,2002-12-31 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
105537,49316,Pinball Advance,"Pinball Advance features the Tarantula, Jailbreak and Daredevil pinball tables, all fully rendered in shiny 3D and each with their own exclusive single and multiball game modes. The Tarantula table will allow budding pinball wizards to venture into the spider?s lair and fight their way onto the scoreboard overcoming the terror of the table. In Jailbreak, players will have to prove their innocence to the judge or escape past the prison guards. Finally, The Daredevil will let players take their chances with the Wheel of Death and The Loop of Fire.",2002-10-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
105819,24077,Moraff's Maximum Mahjongg 2,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
106051,121723,Bejeweled,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
106201,97736,Bygg hus med Mulle Meck,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
106269,186062,Liberty's Kids,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
107290,94472,Pontifex 2,NULL,2002-10-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
107519,145707,Spank the Monkey,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
107544,5887,Powerpuff Girls: HIM and Seek,NULL,2002-11-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
107870,49424,Samurai Deeper Kyo,NULL,2002-12-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
107894,185741,Samurai Deeper Kyo,"The manga and anime adaptation follows the story of Demon Eyes Kyo as he seeks to regain his body after his soul was sealed inside the body of his rival, Mibu Kyoshiro. Kyo is joined in his search by the bounty-hunter Shiina Yuya, the heir to the Tokugawa shogunate Benitora, and Sanada Yukimura, a known rival of the Tokugawa.",2002-12-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
108389,3898,Dragon's Lair 3D: Return to the Lair,NULL,2002-11-17 00:00:00.000,2,NULL,70.0000,2,54.0000,3
109665,26889,Sniper: Path of Vengeance,NULL,2002-09-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
109983,44967,Shrek Treasure Hunt,NULL,2002-11-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
110274,79081,Magic: The Gathering Online,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
110798,6563,Robotech: The Macross Saga,NULL,2002-10-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
111241,8270,ATV Offroad Fury 2,NULL,2002-11-09 00:00:00.000,NULL,NULL,80.0000,2,NULL,NULL
111242,11714,Chicken Invaders 2: The Next Wave,NULL,2002-12-31 00:00:00.000,2,NULL,NULL,NULL,74.8863,9
111376,49232,Gremlins: Stripe vs. Gizmo,NULL,2002-12-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
111411,50412,TecnoballZ,NULL,2002-10-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
111694,10434,Incoming Forces,NULL,2002-09-24 00:00:00.000,1,NULL,NULL,NULL,50.0000,0
111796,5792,Crimson Sea,NULL,2002-12-12 00:00:00.000,NULL,NULL,70.0000,1,NULL,NULL
111837,77309,King's Quest II: Romancing the Stones,NULL,2002-12-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
111874,1104,Metroid Fusion,"The game begins with Samus Aran acting as a bodyguard for the Biologic's research team on planet SR388. Eventually, a Hornoad confronts them and is killed by Samus. However, a globular yellow organism (an X) emerges from the Hornoad as it is destroyed and enters Samus's body.
Feeling no initial effects, Samus continues escorting the researchers and completes the assignment. On the way back to the laboratory, however, Samus loses consciousness, and her gunship crashes into an asteroid belt. The ship's emergency systems automatically ejected Samus' escape pod, saving her from the crash, but her gunship is completely destroyed. Samus is quickly attended to by a medical crew, who discover that the creature that entered her body on SR388 was actually a parasitic organism that they soon named X.

Samus Infected 2
Samus, infected by the X Parasites.
The organic components of Samus's Power Suit had become so integrated with her system that it could not be removed while she was unconscious. Large portions of her infected suit had to be surgically removed, dramatically altering its appearance. However, the X in Samus's central nervous system were too embedded to be removed safely; Samus's chances of survival were lower than one percent.
Metroids are the only known predator of the X; however, since Samus destroyed all the Metroids on SR388 in a previous mission, the X were able to multiply unchecked. Seeing this as the key to curing her, doctors proposed using a Metroid cell from Samus' dead Baby Metroid to make an anti-X vaccine. Apparently, the Federation had managed to preserve a cell culture from the Baby that saved Samus while she was on Zebes a second time. The serum was prepared and injected without delay, completely eradicating the X. There were, however, two side effects: Samus could no longer be hurt by normal X and could even absorb them to replenish health and ammunition, but she also inherited the Metroids' vulnerability to cold.

Upon recovering, Samus is sent to investigate an explosion on the Biologic Space Laboratories research station, where the specimens from SR388 and the infected pieces of her Power Suit are being held. Once she arrives at the station, Samus immediately heads to the Quarantine Bay, where she encounters and kills a Hornoad that has been infected by an X parasite. Samus speaks with her new gunship's computer (whom she has named ""Adam"", as it reminds her of a former CO) and learns that the specimens brought back by the field team have become infected by the X. The computer also reveals that the X can use the DNA of its prey to create a perfect copy, meaning any organic life on the station may also be infected.

SA-X 1
The SA-X.
As she continues to explore the station, Samus discovers that the X have used the infected portions of her Power Suit to create a copy of Samus herself, dubbed the SA-X (or Samus Aran-X). Since the SA-X arose from Samus's fully-upgraded Power Suit, it has all of her powered-up abilities, as evidenced by it using a Power Bomb to escape the Quarantine Bay. By exploding the bomb, the SA-X also destroyed the capsules holding the X specimens, releasing them all into the station. Well into her investigation of the station, Samus stumbles upon the facility's Restricted Lab. Here, she finds dozens of infant Metroids and several more Metroids in various stages of maturity, all in stasis; these were the results of a cloning project of which Samus was not previously aware. Shortly after Samus discovers them, the SA-X attempts to destroy its predators, but its plan backfires: the Metroids break free and the emergency fail-safes are activated as a result. Samus barely escapes before the lab locks down completely and is jettisoned from the station, exploding over SR388.
After the incident at the Restricted Lab, Samus speaks with her ship's computer, who is angry about the discovery and subsequent destruction of the Metroids. The computer explains that the Federation had been secretly working on a Metroid breeding program, for ""peaceful applications"". The computer reveals that the station's SRX environment, a replica of the SR388 ecosystem, was ideal for raising Alpha, Gamma, Zeta, and even Omega Metroids. The research uncovered techniques for rapid growth, allowing an infant grow into an Omega Metroid in mere days. Unfortunately, the SA-X had been tracking Samus down and followed her to the lab's location. Much to Samus's surprise, the computer also mentions that the SA-X has been reproducing asexually and there are no fewer than 10 aboard the station.

Later, the computer tells Samus that she has caused enough damage and instructs her to leave the rest of the investigation to the Federation. Apparently, the Federation has taken an interest in the X and SA-X and believe that this life-form has endless applications. Samus, having seen the SA-X's destructive capabilities firsthand, is strongly against this. She is convinced that the X will overwhelm the Federation troops as soon as they land, absorbing their powers and knowledge in the process. If this happens, they could easily spread throughout the galaxy and ""galactic civilization will end.""

As an alternative, Samus decides to activate the station's self-destruct mechanism in order to destroy the X, risking her own life in the process. However, her ship's computer has locked Samus in a Navigation Room, as the Federation has ordered it to keep her confined until their arrival. Desperate, Samus yells at the computer: ""Don't let them do this. Can't you see what will happen, Adam?"" Puzzled at the use of the name, the computer inquires as to who this Adam was. Samus reveals that he had been her previous commanding officer and had died saving her life. Apparently moved by Samus's revelation, the computer agrees with the plan, and suggests that if Samus were to alter the station's orbit, then she might be able to include the planet in the explosion, thus ensuring the destruction of the X on planet SR388 as well as those on the station. At this point, Samus realizes that her ship's computer truly is Adam Malkovich, whose personality had been uploaded to a computer prior to his death.

Samus hurries to the Operations Room, where she is confronted by an SA-X. She manages to defeat it, but its Core-X escapes before she can absorb it. Ignoring its escape, Samus initiates the self-destruct sequence and hurries back to her ship. However, she finds the docking bay in ruins and her ship gone. Before she can react to the situation, an Omega Metroid appears, apparently having escaped from the Restricted Lab before its destruction and grown to full size in record time. Samus possesses no weapon capable of damaging the Metroid, and a single swipe of its claw reduces her energy reserves to one unit. As the Omega Metroid prepares to finish her off, the SA-X returns, and attacks the Metroid with its Ice Beam, injuring it. However, it was greatly weakened from its fight with Samus and is quickly defeated by the Metroid. This time, the Core-X hovers over Samus, allowing her to absorb it and obtain the ""Unnamed Suit"" as well as the Ice Beam and restoring her genetic condition to its pre-vaccine state. Using her regained abilities, Samus fights and kills the Omega Metroid after a fierce struggle. After the battle, Samus's ship reenters the bay, having been piloted by the computer, Adam, and the same Etecoons and Dachoras she saved on the previous mission to Zebes and later on the Habitation Deck.

As Samus leaves the station, it is shown crashing into SR388, destroying both the station and the planet, ridding the universe of the X forever.

Reflecting on her actions, Samus doubts people will understand why she destroyed the X, nor will they realize the danger that was barely averted. Samus believes she will be held responsible for defying the Federation, but Adam comforts her, telling her: ""Do not worry. One of them will understand. One of them must."" A final reflection, Samus goes on to say: ""we are all bound by our experiences. They are the limits of our consciousness. But in the end, the human soul will ever reach for the truth... This is what Adam taught me.""",2002-11-17 00:00:00.000,63,NULL,85.0000,3,83.4979,199
111892,117322,Harry Potter and the Chamber of Secrets,NULL,2002-11-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
112556,159198,"Ed, Edd n Eddy: Clash Of The Idiots",NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
112598,49628,Princess Blue: Hime Kishi Monogatari,NULL,2002-09-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
113217,66024,Togepi no Daibouken,"The objective of the game is to guide a Togepi out of a tower, while avoiding traps along the way.",2002-10-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
113233,69525,Bird Hunter 2003: Legendary Hunting,NULL,2002-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
113364,6432,He-Man: Power of Grayskull,NULL,2002-10-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
113546,2898,NASCAR: Dirt to Daytona,NULL,2002-11-11 00:00:00.000,1,NULL,85.0000,1,47.0000,3
113993,5903,Loons: The Fight for Fame,NULL,2002-09-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114218,27613,Steel Tide,NULL,2002-12-25 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
114416,49237,Santa Claus Saves The Earth,NULL,2002-10-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114652,56122,Empire of Angels III,NULL,2002-10-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114872,60303,Sky Sports Football Quiz: Season 02,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114936,49577,Fantastic Marchen: Cake-yasan Monogatari + Doubutsu Chara Navi Uranai Kosei Shinri Gaku,NULL,2002-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
115231,4083,Red Faction II,"On Mars in the year 2080, five years after the events of Red Faction, the nanotechnology developed by Axel Capek, the head scientist of the Ultor Corporation prior to its fall, has been claimed by the Earth Defense Force (EDF). With this technology, the EDF commences a reorganization of the Ultor Corporation with a particular focus on enhanced supersoldiers and suitable weaponry. However, the research that was done by Capek in his laboratories has been consequently stolen by other militant groups and assorted terrorist organizations. This has gone on for years; the research has changed hands in the criminal underworld many times. The player is introduced to their role as an explosives expert (codenamed ""Alias"") as he embarks on a special operations mission to claim the research data for the Republic of the Commonwealth.

Eventually, the research is successfully claimed by the elite forces of Victor Sopot, Chancellor of the dystopic military state known as The Commonwealth. Sopot uses the nanotechnology to enhance his already formidable military forces, and successfully creates the first supersoldiers with the research data. However, fearing the potential of his new supersoldiers, he orders them all to be hunted down, executed, and replaced with far less intelligent, mutated horrors known as ""The Processed"". Collectively betrayed by their leader, the player's squad flees underground and ally themselves with the Red Faction as mercenaries. The Red Faction at this point in the story is an organized resistance movement that is strongly opposed to the rule of Sopot and the skewed political tenets of The Commonwealth. The squad eventually pursues Sopot and neutralizes all opposition in their way as the Red Faction takes the conflict to the streets in a joint uprising against the rule of The Commonwealth. During the initial stages of the game, the Red Faction and the squad mutually support each other as they overcome shared objectives such as sabotaging propaganda installations. The uprising culminates in successfully trapping Sopot in his missile silo and executing him.

Alias returns to the makeshift base of operations only to discover that all of the Red Faction resistance members present have been brutally slaughtered. The squad's leader, Molov, remarks that with Sopot dead and with the nanotech research in his possession, the Commonwealth's military forces have voluntarily pledged allegiance to him. He declares Alias and Tangier, a fellow squadmember, to be enemies of the state for supporting the Red Faction. Tangier helps Alias escape, and shortly after fleeing to safety, Alias lends aid to surviving Red Faction members who are defending themselves from the enemy. Alias and Echo, another squadmember, meet up in a secret location to discuss an alternate strategy to stop Molov, and Echo is killed in action during a firefight with Quill, a former squadmember. Tangier radios Alias soon afterward, and the two agree to shut down Molov's commandeered nanotech laboratory located within the colossal statue of Sopot. Inside the laboratory, Alias triumphs over Repta, a former squadmember, and destroys the nanotech laboratory's power generators. Alias's explosives weaken the foundation of the statue and render it unstable. Alias encounters Repta again and once again triumphs over him, causing the energy field within Repta to reach critical mass.

Alias and Tangier meet up and pursue Molov, who is scaling Sopot's statue with the nanotech cell – the culmination of Capek's research – and awaiting extraction from Shrike, Molov's subordinate. Shrike betrays his commanding officer, and Tangier manages to reclaim the nanotech cell from Molov's possession. Molov, desperate to eliminate his enemies, climbs aboard a nearby battle armor and launches a frenzied assault against Alias. Using the destructible environment to his advantage, Alias manages to evade Molov's fire and launches a counterattack that not only kills Molov, but also destroys the statue. As the statue crumbles, Shrike swoops in with his close air support craft to extract Alias. From this point, the story ends in one of four possible ways, depending on the player's Heroics score.",2002-10-15 00:00:00.000,18,NULL,80.5000,4,68.2983,44
115401,6418,Gekido Advance: Kintaro's Revenge,NULL,2002-11-08 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
115641,50114,Search & Rescue 4: Coastal Heroes,NULL,2002-10-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
115724,5770,Championship Manager: Season 02/03,NULL,2002-12-06 00:00:00.000,1,NULL,90.0000,1,NULL,NULL
116030,27619,The Gladiators of Rome,NULL,2002-11-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116356,80029,Farscape: The Game,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116437,78685,Scooby-Doo: Case File #1: The Glowing Bug Man,NULL,2002-10-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116501,6373,Dexter's Laboratory: Chess Challenge,NULL,2002-10-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116916,49173,Dragon Quest Characters: Torneko no Daibouken 3,NULL,2002-10-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
117068,4074,Pro Rally 2002,NULL,2002-10-04 00:00:00.000,NULL,NULL,NULL,NULL,54.0000,0
117224,8853,Michael Schumacher Racing World Kart 2002,NULL,2002-09-18 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
117822,25706,Donald Trump's Real Estate Tycoon,NULL,2002-11-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
117899,43583,Tom and Jerry: War of the Whiskers,NULL,2002-12-22 00:00:00.000,NULL,NULL,NULL,NULL,53.0000,2
118062,63373,Notebook Advance,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
118498,5751,Blinx: The Time Sweeper,"Blinx, a Time Sweeper, on his mission to prevent the end of the world. The game revolves around Blinx's (then-near-unique) Time System. Blinx is outfitted with a magical vacuum cleaner, known as a Sweeper (or TS-1000), with which he can exert some control over Time itself; slowing, speeding up, recording, reversing, or stopping its flow entirely.",2002-10-07 00:00:00.000,2,NULL,60.0000,1,24.5907,10
118539,44630,Silent Scope 3,NULL,2002-11-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
118602,75747,One Piece: Big Secret Treasure of the Seven Phantom Islands,"Luffy and his crew are sailing when a storm hits. The storm destroys the ship, and the crew members are scattered across an island, away from each other. Luckily, Luffy finds a bird who acts as a guide for the crew so they can reach each other. They eventually encounter the Simon Pirates. In various RPG battles, the Straw Hat Pirates eventually managed to defeat the entire Simon Pirates and leave the island",2002-11-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
118999,43250,Cabela's Big Game Hunter,NULL,2002-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
119211,6202,ToeJam & Earl III: Mission to Earth,"ToeJam & Earl III follows the extraterrestrial protagonists ToeJam and Earl, who starred in the series' previous games, and a new female character named Latisha. ToeJam is three-legged and red; Earl is overweight and orange. Both characters have been considered parodies of American hip-hop and urban culture. Latisha has been variously described as ""feisty"" and ""brimming with attitude"" by critics.

The three characters journey to Earth, in order to retrieve the stolen twelve Sacred Albums of Funk and return them to Lamont the Funkopotamus. Levels take place on terrains that represent Earth's ecosystems. The game's ultimate antagonist is the Anti-Funk, whose defeat will ""save the world from all that is unfunky."" The ""funk"" has been described as a parody of the Force from Star Wars, with the Anti-Funk being the dark side.",2002-10-23 00:00:00.000,1,NULL,70.0000,1,NULL,NULL
119219,4045,NHL 2K3,NULL,2002-11-10 00:00:00.000,NULL,NULL,NULL,NULL,60.0000,1
119306,9347,Spec Ops: Airborne Commando,NULL,2002-10-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
119483,1033,The Legend of Zelda: The Wind Waker,NULL,2002-12-13 00:00:00.000,280,NULL,90.0000,1,87.9759,697
119500,140485,Azu-Beach,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
120029,36190,Treasure Planet Battle at Procyon,NULL,2002-10-31 00:00:00.000,NULL,NULL,NULL,NULL,80.0000,0
120057,820,No One Lives Forever 2: A Spy in H.A.R.M.'s Way,NULL,2002-09-30 00:00:00.000,31,NULL,80.0000,2,86.8025,62
120782,49614,J.League Pro Soccer Club o Tsukurou! Advance,NULL,2002-10-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
120788,109447,NEO NO PANEPON,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
120803,37359,Namco Super Wars,NULL,2002-10-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
120841,137029,Tonka Search & Rescue 2,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
120842,139750,Arimaa,NULL,2002-11-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
120996,21499,Zelenhgorm: Episode I: Land of the Blue Moon,NULL,2002-09-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
121154,43599,Runabout 3: Neo Age,NULL,2002-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
121294,44858,Kamen Rider Ryuki,NULL,2002-12-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
122530,6370,Densetsu no Starfy,NULL,2002-09-06 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
123225,4047,NHL Hitz 2003,NULL,2002-09-16 00:00:00.000,1,NULL,60.0000,1,68.0000,2
123369,69576,Disney/Pixar's Monsters Inc.: Wreck Room Arcade: Eight Ball Chaos,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
123537,474,Metal Gear Solid 2: Substance,NULL,2002-11-05 00:00:00.000,45,NULL,80.0000,4,87.7980,106
123575,23754,Tony Hawk's Pro Skater 4 Street,NULL,2002-12-31 00:00:00.000,1,NULL,100.0000,1,NULL,NULL
123616,185777,Fight Man,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
124271,51359,Survivor: Ultimate Edition,NULL,2002-12-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
124636,92847,Manhole-e,NULL,2002-09-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
124752,144600,Music 2002: Club Edition,NULL,2002-12-31 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
125398,3901,Drome Racers,NULL,2002-11-20 00:00:00.000,NULL,NULL,79.0000,2,35.0000,2
126311,8300,Formula One 2002,NULL,2002-11-01 00:00:00.000,NULL,NULL,60.0000,1,NULL,NULL
126415,70964,Playhouse Disney's Stanley: Wild for Sharks!,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
126780,49277,Darius R,"Darius, Year 201. Invasion!

The vicious Belsar have attacked the peaceful Darius system, which now faces absolute devastation at their abominable hands! Darius' defense fighters proved no match for the overwhelming firepower of the alien forces, which wiped out their entire fleet in one fell swoop!

With nothing left to protect them, the people could only sit and wait for the icy embrace of death as the satellite bombardments continued unopposed. The scent of despair hung thickly in the air, all hope of survival having been quashed.

But then, from out of the darkness of the mourning clouds came a single bright light in the sky.

""Silverhawk.........""

Like a phoenix brought forth from the embers of a burning world, the bird shaped visage became a beacon of the planet's last fight for survival! Perhaps the end is not as nigh as it first appeared.",2002-12-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
127001,68248,Zoombinis: Island Odyssey,NULL,2002-10-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
127101,8268,Moto GP: Ultimate racing technology,NULL,2002-12-31 00:00:00.000,1,NULL,90.0000,1,NULL,NULL
127612,141352,Domino Day,NULL,2002-10-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
127616,4190,Superman: Shadow of Apokolips,NULL,2002-09-25 00:00:00.000,2,NULL,NULL,NULL,65.8820,9
127840,176087,The Legend of Zelda: Ocarina of Time + The Legend of Zelda: Ocarina of Time - Master Quest - Two-game Bonus Disc!,NULL,2002-11-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
128615,43859,Firebugs,NULL,2002-09-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
129031,46036,Air Ranger Rescue Helicopter,NULL,2002-12-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
129083,56385,Inaka Kurashi: Nan no Shima no Monogatari,"After a hard period of schooling and exams, Tomoko's mother decides to send her off to an island in Okinawa for 2 weeks in March to stay with her grandparents. At first, she seems reluctant to this idea, but it is here where she will discover a whole new way to relax as she meets new people, take in the beautiful sights, and enjoy some fun activities.",2002-09-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
129189,68154,Soldiers of Anarchy,NULL,2002-10-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
129402,57858,Animal Snap: Rescue Them 2 By 2,NULL,2002-11-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
129491,8007,Powerpuff Girls: Gamesville,NULL,2002-10-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
129782,4096,The Scorpion King: Rise of the Akkadian,NULL,2002-09-11 00:00:00.000,NULL,NULL,NULL,NULL,51.0000,1
130199,6183,Superman: The Man of Steel,"The story flows out of events outlined in Superman: Y2K, in which futuristic villain Brainiac 13 injected Metropolis with a technological virus. Superman was able to prevent it from spreading, but as a result of it, the city was upgraded into a true ""City of Tomorrow"". Huge high-tech buildings soar into the sky while hover cars and the Rail Whale bullet train travel throughout the city. 
 
As the game begins, Brainiac 13 has decided to return to Metropolis and harvest the technology that is residing in the city. This results in massive chaos and danger that Superman must stop.",2002-11-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
130845,53609,Sid Meier's Civilization III: Game of the Year Edition,NULL,2002-10-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
131407,166322,Harry Potter and the Chamber of Secrets,NULL,2002-11-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
131595,22227,Hearts of Iron,NULL,2002-12-29 00:00:00.000,1,NULL,60.0000,1,NULL,NULL
132003,165372,Baby Einstein: Baby Newton Fun With Shapes,NULL,2002-12-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
132042,22758,Rhem,"The player enters the city of RHEM on a railway car. The car goes into a dead-end station with a rotatable track. The player is unable to leave because the track is not yet rotated. While the player is on his way to the switch to rotate the station track, a previous prisoner of RHEM beats the player to the switch he was after and leaves in the player's railway car. The player must then wander the city of Rhem in search of a second railway station.

Each of the quarters of the letter is located in a different area not shown on the map provided in the game's package.",2002-12-31 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
132088,94363,Progress Quest,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
132594,6622,Super Monkey Ball Jr.,NULL,2002-11-19 00:00:00.000,1,NULL,90.0000,1,60.0234,8
132744,44734,Kaettekita Cyborg Kuro Chan,NULL,2002-12-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
133141,166325,Harry Potter and the Chamber of Secrets,NULL,2002-11-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
133187,135736,The Lord of the Rings: The Two Towers,NULL,2002-11-11 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
133551,124974,The Nations: Gold Edition,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
134835,12904,Universal Studios Monsters: Monsterville,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
134908,49390,Monster Force,NULL,2002-09-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
134959,6512,Monster Rancher Advance 2,NULL,2002-10-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
135056,78367,Deus Ex: The Conspiracy,NULL,2002-12-31 00:00:00.000,1,1,NULL,NULL,NULL,NULL
135150,51334,Cabela's Ultimate Deer Hunt 2,NULL,2002-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
